pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	subject_good	subject_bad	source_idx	has_attractor	distance	subject_lemma
spa_0045	spa	PL	han sido formuladas a través de la legación diplomática en Managua mediante una nota de prensa en la que resalta los esfuerzos de otros países para lograr ese objetivo.	PL	Las peticiones a Nicaragua de exigir el visado de entrada en el país, en especial a personas procedentes de Sudamérica,	SG	La petición a Nicaragua de exigir el visado de entrada en el país, en especial a personas procedentes de Sudamérica,	Las peticiones a Nicaragua de exigir el visado de entrada en el país, en especial a personas procedentes de Sudamérica, han sido formuladas a través de la legación diplomática en Managua mediante una nota de prensa en la que resalta los esfuerzos de otros países para lograr ese objetivo.	La petición a Nicaragua de exigir el visado de entrada en el país, en especial a personas procedentes de Sudamérica, han sido formuladas a través de la legación diplomática en Managua mediante una nota de prensa en la que resalta los esfuerzos de otros países para lograr ese objetivo.	peticiones	petición	50	1	21	petición
spa_0046	spa	SG	fue aceptado por un juez.	SG	Este recurso, interpuesto por el poderoso Partido Social Cristiano (PSC), al que le correspondía por ley la presidencia del Parlamento en el segundo período legislativo,	PL	Estos recursos, interpuestos por el poderoso Partido Social Cristiano (PSC), a los que les correspondía por ley la presidencia del Parlamento en el segundo período legislativo,	Este recurso, interpuesto por el poderoso Partido Social Cristiano (PSC), al que le correspondía por ley la presidencia del Parlamento en el segundo período legislativo, fue aceptado por un juez.	Estos recursos, interpuestos por el poderoso Partido Social Cristiano (PSC), a los que les correspondía por ley la presidencia del Parlamento en el segundo período legislativo, fue aceptado por un juez.	recurso	recursos	51	1	31	recurso
spa_0046	spa	PL	fueron aceptados por un juez.	PL	Estos recursos, interpuestos por el poderoso Partido Social Cristiano (PSC), a los que les correspondía por ley la presidencia del Parlamento en el segundo período legislativo,	SG	Este recurso, interpuesto por el poderoso Partido Social Cristiano (PSC), al que le correspondía por ley la presidencia del Parlamento en el segundo período legislativo,	Estos recursos, interpuestos por el poderoso Partido Social Cristiano (PSC), a los que les correspondía por ley la presidencia del Parlamento en el segundo período legislativo, fueron aceptados por un juez.	Este recurso, interpuesto por el poderoso Partido Social Cristiano (PSC), al que le correspondía por ley la presidencia del Parlamento en el segundo período legislativo, fueron aceptados por un juez.	recursos	recurso	51	1	31	recurso
spa_0047	spa	SG	podía afectar a la salud humana.	SG	El Gobierno británico reconoció que el mal de las vacas locas	PL	El Gobierno británico reconoció que los males de las vacas locas	El Gobierno británico reconoció que el mal de las vacas locas podía afectar a la salud humana.	El Gobierno británico reconoció que los males de las vacas locas podía afectar a la salud humana.	mal	males	52	1	5	mal
spa_0047	spa	PL	podían afectar a la salud humana.	PL	El Gobierno británico reconoció que los males de las vacas locas	SG	El Gobierno británico reconoció que el mal de las vacas locas	El Gobierno británico reconoció que los males de las vacas locas podían afectar a la salud humana.	El Gobierno británico reconoció que el mal de las vacas locas podían afectar a la salud humana.	males	mal	52	1	5	mal
spa_0051	spa	SG	había sido solicitada reiteradamente por el jefe del opositor Movimiento Nacionalista Revolucionario (MNR).	SG	La entrevista de Banzer y el ex presidente Sánchez de Lozada, realizada en la residencia presidencial del barrio de San Jorge de La Paz,	PL	Las entrevistas de Banzer y el ex presidente Sánchez de Lozada, realizadas en la residencia presidencial del barrio de San Jorge de La Paz,	La entrevista de Banzer y el ex presidente Sánchez de Lozada, realizada en la residencia presidencial del barrio de San Jorge de La Paz, había sido solicitada reiteradamente por el jefe del opositor Movimiento Nacionalista Revolucionario (MNR).	Las entrevistas de Banzer y el ex presidente Sánchez de Lozada, realizadas en la residencia presidencial del barrio de San Jorge de La Paz, había sido solicitada reiteradamente por el jefe del opositor Movimiento Nacionalista Revolucionario (MNR).	entrevista	entrevistas	56	1	26	entrevista
spa_0051	spa	PL	habían sido solicitadas reiteradamente por el jefe del opositor Movimiento Nacionalista Revolucionario (MNR).	PL	Las entrevistas de Banzer y el ex presidente Sánchez de Lozada, realizadas en la residencia presidencial del barrio de San Jorge de La Paz,	SG	La entrevista de Banzer y el ex presidente Sánchez de Lozada, realizada en la residencia presidencial del barrio de San Jorge de La Paz,	Las entrevistas de Banzer y el ex presidente Sánchez de Lozada, realizadas en la residencia presidencial del barrio de San Jorge de La Paz, habían sido solicitadas reiteradamente por el jefe del opositor Movimiento Nacionalista Revolucionario (MNR).	La entrevista de Banzer y el ex presidente Sánchez de Lozada, realizada en la residencia presidencial del barrio de San Jorge de La Paz, habían sido solicitadas reiteradamente por el jefe del opositor Movimiento Nacionalista Revolucionario (MNR).	entrevistas	entrevista	56	1	26	entrevista
spa_0053	spa	SG	"había exclamado: ""No estamos aquí para recibir órdenes de los judíos""."	SG	Más tarde me enteré de que un oficial británico, al recibir el aviso de evacuación del hotel,	PL	Más tarde me enteré de que unos oficiales británicos, al recibir el aviso de evacuación del hotel,	"Más tarde me enteré de que un oficial británico, al recibir el aviso de evacuación del hotel, había exclamado: ""No estamos aquí para recibir órdenes de los judíos""."	"Más tarde me enteré de que unos oficiales británicos, al recibir el aviso de evacuación del hotel, había exclamado: ""No estamos aquí para recibir órdenes de los judíos""."	oficial	oficiales	58	1	14	oficial
spa_0053	spa	PL	"habían exclamado: ""No estamos aquí para recibir órdenes de los judíos""."	PL	Más tarde me enteré de que unos oficiales británicos, al recibir el aviso de evacuación del hotel,	SG	Más tarde me enteré de que un oficial británico, al recibir el aviso de evacuación del hotel,	"Más tarde me enteré de que unos oficiales británicos, al recibir el aviso de evacuación del hotel, habían exclamado: ""No estamos aquí para recibir órdenes de los judíos""."	"Más tarde me enteré de que un oficial británico, al recibir el aviso de evacuación del hotel, habían exclamado: ""No estamos aquí para recibir órdenes de los judíos""."	oficiales	oficial	58	1	14	oficial
spa_0054	spa	SG	deberá familiarizarse con una terminología cien por cien inglesa: tee, green, handicap, swing o búnker; son algunas de las palabras que no dejan lugar a la duda sobre dónde se originó el golf.	SG	El principiante, antes de atreverse a zurrarle a la bola,	PL	Los principiantes, antes de atreverse a zurrarle a la bola,	El principiante, antes de atreverse a zurrarle a la bola, deberá familiarizarse con una terminología cien por cien inglesa: tee, green, handicap, swing o búnker; son algunas de las palabras que no dejan lugar a la duda sobre dónde se originó el golf.	Los principiantes, antes de atreverse a zurrarle a la bola, deberá familiarizarse con una terminología cien por cien inglesa: tee, green, handicap, swing o búnker; son algunas de las palabras que no dejan lugar a la duda sobre dónde se originó el golf.	principiante	principiantes	59	1	13	principiante
spa_0054	spa	PL	deberán familiarizarse con una terminología cien por cien inglesa: tee, green, handicap, swing o búnker; son algunas de las palabras que no dejan lugar a la duda sobre dónde se originó el golf.	PL	Los principiantes, antes de atreverse a zurrarle a la bola,	SG	El principiante, antes de atreverse a zurrarle a la bola,	Los principiantes, antes de atreverse a zurrarle a la bola, deberán familiarizarse con una terminología cien por cien inglesa: tee, green, handicap, swing o búnker; son algunas de las palabras que no dejan lugar a la duda sobre dónde se originó el golf.	El principiante, antes de atreverse a zurrarle a la bola, deberán familiarizarse con una terminología cien por cien inglesa: tee, green, handicap, swing o búnker; son algunas de las palabras que no dejan lugar a la duda sobre dónde se originó el golf.	principiantes	principiante	59	1	13	principiante
spa_0055	spa	SG	ha resultado tan vistosa como fue la entrada de las infantitas en septiembre.	SG	La visita de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no	PL	Las visitas de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no	La visita de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no ha resultado tan vistosa como fue la entrada de las infantitas en septiembre.	Las visitas de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no ha resultado tan vistosa como fue la entrada de las infantitas en septiembre.	visita	visitas	60	1	21	visita
spa_0055	spa	PL	han resultado tan vistosas como fue la entrada de las infantitas en septiembre.	PL	Las visitas de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no	SG	La visita de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no	Las visitas de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no han resultado tan vistosas como fue la entrada de las infantitas en septiembre.	La visita de los príncipes de Asturias al colegio de sus hijas para contemplar como espectadores la tradicional función navideña no han resultado tan vistosas como fue la entrada de las infantitas en septiembre.	visitas	visita	60	1	21	visita
spa_0056	spa	SG	hubiera arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	SG	Si el suicida tailandés se	PL	Si los suicidas tailandeses se	Si el suicida tailandés se hubiera arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	Si los suicidas tailandeses se hubiera arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	suicida	suicidas	61	1	3	suicida
spa_0056	spa	PL	hubieran arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	PL	Si los suicidas tailandeses se	SG	Si el suicida tailandés se	Si los suicidas tailandeses se hubieran arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	Si el suicida tailandés se hubieran arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	suicidas	suicida	61	1	3	suicida
spa_0057	spa	SG	"puede servir para hacer frente a la situación en el País Vasco, y pidió ""aislar al terrorismo, no a ningún partido político ni sector social""."	SG	El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo el diálogo entre todas las fuerzas políticas y sociales	PL	El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo los diálogos entre todas las fuerzas políticas y sociales	"El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo el diálogo entre todas las fuerzas políticas y sociales puede servir para hacer frente a la situación en el País Vasco, y pidió ""aislar al terrorismo, no a ningún partido político ni sector social""."	"El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo los diálogos entre todas las fuerzas políticas y sociales puede servir para hacer frente a la situación en el País Vasco, y pidió ""aislar al terrorismo, no a ningún partido político ni sector social""."	diálogo	diálogos	62	1	8	diálogo
spa_0057	spa	PL	"pueden servir para hacer frente a la situación en el País Vasco, y pidió ""aislar al terrorismo, no a ningún partido político ni sector social""."	PL	El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo los diálogos entre todas las fuerzas políticas y sociales	SG	El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo el diálogo entre todas las fuerzas políticas y sociales	"El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo los diálogos entre todas las fuerzas políticas y sociales pueden servir para hacer frente a la situación en el País Vasco, y pidió ""aislar al terrorismo, no a ningún partido político ni sector social""."	"El portavoz de IU en el Congreso, Francisco Frutos, consideró que sólo el diálogo entre todas las fuerzas políticas y sociales pueden servir para hacer frente a la situación en el País Vasco, y pidió ""aislar al terrorismo, no a ningún partido político ni sector social""."	diálogos	diálogo	62	1	8	diálogo
spa_0058	spa	SG	sea eliminado en primera ronda las cinco veces que ha competido en las pistas neoyorquinas.	SG	No es normal que un jugador de élite como él, que suele acampar entre los 20 primeros del ranking,	PL	No es normal que unos jugadores de élite como ellos, que suelen acampar entre los 20 primeros del ranking,	No es normal que un jugador de élite como él, que suele acampar entre los 20 primeros del ranking, sea eliminado en primera ronda las cinco veces que ha competido en las pistas neoyorquinas.	No es normal que unos jugadores de élite como ellos, que suelen acampar entre los 20 primeros del ranking, sea eliminado en primera ronda las cinco veces que ha competido en las pistas neoyorquinas.	jugador	jugadores	63	1	17	jugador
spa_0058	spa	PL	sean eliminados en primera ronda las cinco veces que han competido en las pistas neoyorquinas.	PL	No es normal que unos jugadores de élite como ellos, que suelen acampar entre los 20 primeros del ranking,	SG	No es normal que un jugador de élite como él, que suele acampar entre los 20 primeros del ranking,	No es normal que unos jugadores de élite como ellos, que suelen acampar entre los 20 primeros del ranking, sean eliminados en primera ronda las cinco veces que han competido en las pistas neoyorquinas.	No es normal que un jugador de élite como él, que suele acampar entre los 20 primeros del ranking, sean eliminados en primera ronda las cinco veces que han competido en las pistas neoyorquinas.	jugadores	jugador	63	1	17	jugador
spa_0060	spa	SG	podría ser transportado en un simple maletín de viaje.	SG	En la actualidad, un ingenio de similar poder destructivo	PL	En la actualidad, unos ingenios de similar poder destructivo	En la actualidad, un ingenio de similar poder destructivo podría ser transportado en un simple maletín de viaje.	En la actualidad, unos ingenios de similar poder destructivo podría ser transportado en un simple maletín de viaje.	ingenio	ingenios	65	1	5	ingenio
spa_0060	spa	PL	podrían ser transportados en un simple maletín de viaje.	PL	En la actualidad, unos ingenios de similar poder destructivo	SG	En la actualidad, un ingenio de similar poder destructivo	En la actualidad, unos ingenios de similar poder destructivo podrían ser transportados en un simple maletín de viaje.	En la actualidad, un ingenio de similar poder destructivo podrían ser transportados en un simple maletín de viaje.	ingenios	ingenio	65	1	5	ingenio
spa_0061	spa	SG	estaba dedicado al trabajo de un solo autor y supuso un soplo de aire fresco en una industria editorial demasiado centrada, en esa época, en el cómic de superhéroes y en la historieta francobelga.	SG	Cada título, de los trece que se publicaron,	PL	Todos los títulos, de los trece que se publicaron,	Cada título, de los trece que se publicaron, estaba dedicado al trabajo de un solo autor y supuso un soplo de aire fresco en una industria editorial demasiado centrada, en esa época, en el cómic de superhéroes y en la historieta francobelga.	Todos los títulos, de los trece que se publicaron, estaba dedicado al trabajo de un solo autor y supuso un soplo de aire fresco en una industria editorial demasiado centrada, en esa época, en el cómic de superhéroes y en la historieta francobelga.	título	títulos	66	1	9	título
spa_0061	spa	PL	estaban dedicados al trabajo de un solo autor y supusieron un soplo de aire fresco en una industria editorial demasiado centrada, en esa época, en el cómic de superhéroes y en la historieta francobelga.	PL	Todos los títulos, de los trece que se publicaron,	SG	Cada título, de los trece que se publicaron,	Todos los títulos, de los trece que se publicaron, estaban dedicados al trabajo de un solo autor y supusieron un soplo de aire fresco en una industria editorial demasiado centrada, en esa época, en el cómic de superhéroes y en la historieta francobelga.	Cada título, de los trece que se publicaron, estaban dedicados al trabajo de un solo autor y supusieron un soplo de aire fresco en una industria editorial demasiado centrada, en esa época, en el cómic de superhéroes y en la historieta francobelga.	títulos	título	66	1	9	título
spa_0062	spa	SG	ha colisionado con otro vehículo cuyo conductor se ha dado la fuga y posteriormente ha sido detenido.	SG	El accidente ha ocurrido en la provincia de Tarragona, donde la furgoneta en la que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -,	PL	El accidente ha ocurrido en la provincia de Tarragona, donde las furgonetas en las que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -,	El accidente ha ocurrido en la provincia de Tarragona, donde la furgoneta en la que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -, ha colisionado con otro vehículo cuyo conductor se ha dado la fuga y posteriormente ha sido detenido.	El accidente ha ocurrido en la provincia de Tarragona, donde las furgonetas en las que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -, ha colisionado con otro vehículo cuyo conductor se ha dado la fuga y posteriormente ha sido detenido.	furgoneta	furgonetas	67	1	23	furgoneta
spa_0062	spa	PL	han colisionado con otro vehículo cuyo conductor se ha dado la fuga y posteriormente ha sido detenido.	PL	El accidente ha ocurrido en la provincia de Tarragona, donde las furgonetas en las que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -,	SG	El accidente ha ocurrido en la provincia de Tarragona, donde la furgoneta en la que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -,	El accidente ha ocurrido en la provincia de Tarragona, donde las furgonetas en las que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -, han colisionado con otro vehículo cuyo conductor se ha dado la fuga y posteriormente ha sido detenido.	El accidente ha ocurrido en la provincia de Tarragona, donde la furgoneta en la que viajaban Hinson y su banda, The Pioneer Sabouters - también miembros de la banda barcelonesa Tachenko -, han colisionado con otro vehículo cuyo conductor se ha dado la fuga y posteriormente ha sido detenido.	furgonetas	furgoneta	67	1	23	furgoneta
spa_0063	spa	SG	podía producir movimientos.	SG	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que la estimulación eléctrica del cerebro de los perros	PL	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que las estimulaciones eléctricas del cerebro de los perros	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que la estimulación eléctrica del cerebro de los perros podía producir movimientos.	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que las estimulaciones eléctricas del cerebro de los perros podía producir movimientos.	estimulación	estimulaciones	68	1	8	estimulación
spa_0063	spa	PL	podían producir movimientos.	PL	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que las estimulaciones eléctricas del cerebro de los perros	SG	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que la estimulación eléctrica del cerebro de los perros	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que las estimulaciones eléctricas del cerebro de los perros podían producir movimientos.	En 1870, Eduard Hitzig y Fritsch Gustav demostraron que la estimulación eléctrica del cerebro de los perros podían producir movimientos.	estimulaciones	estimulación	68	1	8	estimulación
spa_0064	spa	SG	había de ilustrar el número extra de diciembre del año 49, hace ahora 50 años.	SG	El retrato de los fundadores	PL	Los retratos de los fundadores	El retrato de los fundadores había de ilustrar el número extra de diciembre del año 49, hace ahora 50 años.	Los retratos de los fundadores había de ilustrar el número extra de diciembre del año 49, hace ahora 50 años.	retrato	retratos	69	1	4	retrato
spa_0064	spa	PL	habían de ilustrar el número extra de diciembre del año 49, hace ahora 50 años.	PL	Los retratos de los fundadores	SG	El retrato de los fundadores	Los retratos de los fundadores habían de ilustrar el número extra de diciembre del año 49, hace ahora 50 años.	El retrato de los fundadores habían de ilustrar el número extra de diciembre del año 49, hace ahora 50 años.	retratos	retrato	69	1	4	retrato
spa_0065	spa	SG	ha llegado a su fin.	SG	La época del trabajador con contrato fijo y con derechos	PL	Las épocas del trabajador con contrato fijo y con derechos	La época del trabajador con contrato fijo y con derechos ha llegado a su fin.	Las épocas del trabajador con contrato fijo y con derechos ha llegado a su fin.	época	épocas	70	1	10	época
spa_0065	spa	PL	han llegado a su fin.	PL	Las épocas del trabajador con contrato fijo y con derechos	SG	La época del trabajador con contrato fijo y con derechos	Las épocas del trabajador con contrato fijo y con derechos han llegado a su fin.	La época del trabajador con contrato fijo y con derechos han llegado a su fin.	épocas	época	70	1	10	época
spa_0067	spa	SG	fue ganado por el grupo de Tony Rominger.	SG	El juego de ataques y defensa	PL	Los juegos de ataques y defensa	El juego de ataques y defensa fue ganado por el grupo de Tony Rominger.	Los juegos de ataques y defensa fue ganado por el grupo de Tony Rominger.	juego	juegos	72	1	5	juego
spa_0067	spa	PL	fueron ganados por el grupo de Tony Rominger.	PL	Los juegos de ataques y defensa	SG	El juego de ataques y defensa	Los juegos de ataques y defensa fueron ganados por el grupo de Tony Rominger.	El juego de ataques y defensa fueron ganados por el grupo de Tony Rominger.	juegos	juego	72	1	5	juego
spa_0069	spa	SG	pueda ser aprovechado por la isla.	SG	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""ese incremento que se va a producir en todo el ámbito del Atlántico medio"""	PL	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""esos incrementos que se van a producir en todo el ámbito del Atlántico medio"""	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""ese incremento que se va a producir en todo el ámbito del Atlántico medio"" pueda ser aprovechado por la isla."	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""esos incrementos que se van a producir en todo el ámbito del Atlántico medio"" pueda ser aprovechado por la isla."	incremento	incrementos	74	1	15	incremento
spa_0069	spa	PL	puedan ser aprovechados por la isla.	PL	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""esos incrementos que se van a producir en todo el ámbito del Atlántico medio"""	SG	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""ese incremento que se va a producir en todo el ámbito del Atlántico medio"""	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""esos incrementos que se van a producir en todo el ámbito del Atlántico medio"" puedan ser aprovechados por la isla."	"A su juicio, ""no sólo es cuestión de ver si el volumen de pasaje y de mercancías que hoy se está moviendo se corresponde con la instalación actual"", sino hacer lo necesario para que ""ese incremento que se va a producir en todo el ámbito del Atlántico medio"" puedan ser aprovechados por la isla."	incrementos	incremento	74	1	15	incremento
spa_0070	spa	SG	será ambientada por grupos de merengue y de música rock.	SG	La manifestación a la que irá Balaguer	PL	Las manifestaciones a las que irá Balaguer	La manifestación a la que irá Balaguer será ambientada por grupos de merengue y de música rock.	Las manifestaciones a las que irá Balaguer será ambientada por grupos de merengue y de música rock.	manifestación	manifestaciones	75	1	6	manifestación
spa_0070	spa	PL	serán ambientadas por grupos de merengue y de música rock.	PL	Las manifestaciones a las que irá Balaguer	SG	La manifestación a la que irá Balaguer	Las manifestaciones a las que irá Balaguer serán ambientadas por grupos de merengue y de música rock.	La manifestación a la que irá Balaguer serán ambientadas por grupos de merengue y de música rock.	manifestaciones	manifestación	75	1	6	manifestación
spa_0071	spa	SG	ha abierto una profunda crisis institucional entre los Gobiernos de Madrid y Vitoria.	SG	La ruptura de las negociaciones para renovar el sistema de financiación de Euskadi	PL	Las rupturas de las negociaciones para renovar el sistema de financiación de Euskadi	La ruptura de las negociaciones para renovar el sistema de financiación de Euskadi ha abierto una profunda crisis institucional entre los Gobiernos de Madrid y Vitoria.	Las rupturas de las negociaciones para renovar el sistema de financiación de Euskadi ha abierto una profunda crisis institucional entre los Gobiernos de Madrid y Vitoria.	ruptura	rupturas	76	1	12	ruptura
spa_0071	spa	PL	han abierto una profunda crisis institucional entre los Gobiernos de Madrid y Vitoria.	PL	Las rupturas de las negociaciones para renovar el sistema de financiación de Euskadi	SG	La ruptura de las negociaciones para renovar el sistema de financiación de Euskadi	Las rupturas de las negociaciones para renovar el sistema de financiación de Euskadi han abierto una profunda crisis institucional entre los Gobiernos de Madrid y Vitoria.	La ruptura de las negociaciones para renovar el sistema de financiación de Euskadi han abierto una profunda crisis institucional entre los Gobiernos de Madrid y Vitoria.	rupturas	ruptura	76	1	12	ruptura
spa_0072	spa	SG	fuese identificado o careciera de recursos.	SG	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que el autor del delito no"	PL	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que los autores del delito no"	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que el autor del delito no fuese identificado o careciera de recursos."	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que los autores del delito no fuese identificado o careciera de recursos."	autor	autores	77	1	5	autor
spa_0072	spa	PL	fueran identificados o carecieran de recursos.	PL	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que los autores del delito no"	SG	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que el autor del delito no"	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que los autores del delito no fueran identificados o carecieran de recursos."	"Este acuerdo tiene por objeto el establecimiento de normas mínimas para que el Estado en cuyo territorio se han producido ""delitos violentos"" indemnice a las víctimas de los mismos, en especial en los casos en los que el autor del delito no fueran identificados o carecieran de recursos."	autores	autor	77	1	5	autor
spa_0074	spa	SG	sea denegada, el demandante puede requerir una revisión de su caso, que es estudiado en un plazo de dos días.	SG	En el caso de que la admisión a trámite de la solicitud de asilo	PL	En el caso de que las admisiones a trámite de las solicitudes de asilo	En el caso de que la admisión a trámite de la solicitud de asilo sea denegada, el demandante puede requerir una revisión de su caso, que es estudiado en un plazo de dos días.	En el caso de que las admisiones a trámite de las solicitudes de asilo sea denegada, el demandante puede requerir una revisión de su caso, que es estudiado en un plazo de dos días.	admisión	admisiones	79	1	8	admisión
spa_0074	spa	PL	sean denegadas, los demandantes pueden requerir una revisión de sus casos, que son estudiados en un plazo de dos días.	PL	En el caso de que las admisiones a trámite de las solicitudes de asilo	SG	En el caso de que la admisión a trámite de la solicitud de asilo	En el caso de que las admisiones a trámite de las solicitudes de asilo sean denegadas, los demandantes pueden requerir una revisión de sus casos, que son estudiados en un plazo de dos días.	En el caso de que la admisión a trámite de la solicitud de asilo sean denegadas, los demandantes pueden requerir una revisión de sus casos, que son estudiados en un plazo de dos días.	admisiones	admisión	79	1	8	admisión
spa_0075	spa	SG	hubiera arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	SG	Si el suicida tailandés se	PL	Si los suicidas tailandeses se	Si el suicida tailandés se hubiera arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	Si los suicidas tailandeses se hubiera arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	suicida	suicidas	80	1	3	suicida
spa_0075	spa	PL	hubiesen arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	PL	Si los suicidas tailandeses se	SG	Si el suicida tailandés se	Si los suicidas tailandeses se hubiesen arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	Si el suicida tailandés se hubiesen arrojado al vacío con un televisor en los brazos las cosas seguirían igual.	suicidas	suicida	80	1	3	suicida
spa_0076	spa	SG	ha pedido que se recojan todos los datos y documentación de los avales ahora cancelados.	SG	La instructora del caso KIO, además,	PL	Las instructoras del caso KIO, además,	La instructora del caso KIO, además, ha pedido que se recojan todos los datos y documentación de los avales ahora cancelados.	Las instructoras del caso KIO, además, ha pedido que se recojan todos los datos y documentación de los avales ahora cancelados.	instructora	instructoras	81	1	8	instructora
spa_0076	spa	PL	han pedido que se recojan todos los datos y documentación de los avales ahora cancelados.	PL	Las instructoras del caso KIO, además,	SG	La instructora del caso KIO, además,	Las instructoras del caso KIO, además, han pedido que se recojan todos los datos y documentación de los avales ahora cancelados.	La instructora del caso KIO, además, han pedido que se recojan todos los datos y documentación de los avales ahora cancelados.	instructoras	instructora	81	1	8	instructora
