pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	source_idx	has_attractor	distance	subject_lemma
eng_0066	eng	PL	determine the likelihood of having a learning disability or attention deficit disorder.	PL	It has two parts, both of which are timed for 90 seconds each and the differentials between the resulting two scores	SG	It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores	It has two parts, both of which are timed for 90 seconds each and the differentials between the resulting two scores determine the likelihood of having a learning disability or attention deficit disorder.	It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determine the likelihood of having a learning disability or attention deficit disorder.	69	0	6	differential
eng_0066	eng	SG	determines the likelihood of having a learning disability or attention deficit disorder.	SG	It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores	PL	It has two parts, both of which are timed for 90 seconds each and the differentials between the resulting two scores	It has two parts, both of which are timed for 90 seconds each and the differential between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder.	It has two parts, both of which are timed for 90 seconds each and the differentials between the resulting two scores determines the likelihood of having a learning disability or attention deficit disorder.	69	0	6	differential
eng_0067	eng	PL	account for more than 70% of employment in South Korea, their productivity-growth rates remain much lower than those of the manufacturing sector.	PL	As it stands, while the services sectors	SG	As it stands, while the services sector	As it stands, while the services sectors account for more than 70% of employment in South Korea, their productivity-growth rates remain much lower than those of the manufacturing sector.	As it stands, while the services sector account for more than 70% of employment in South Korea, their productivity-growth rates remain much lower than those of the manufacturing sector.	70	0	1	sector
eng_0067	eng	SG	accounts for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.	SG	As it stands, while the services sector	PL	As it stands, while the services sectors	As it stands, while the services sector accounts for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.	As it stands, while the services sectors accounts for more than 70% of employment in South Korea, its productivity-growth rate remains much lower than that of the manufacturing sector.	70	0	1	sector
eng_0068	eng	PL	originate from the 13th century and were refurbished after the Thirty Years' War.	PL	The historical city halls in Obermarsberg	SG	The historical city hall in Obermarsberg	The historical city halls in Obermarsberg originate from the 13th century and were refurbished after the Thirty Years' War.	The historical city hall in Obermarsberg originate from the 13th century and were refurbished after the Thirty Years' War.	71	0	3	hall
eng_0068	eng	SG	originates from the 13th century and was refurbished after the Thirty Years' War.	SG	The historical city hall in Obermarsberg	PL	The historical city halls in Obermarsberg	The historical city hall in Obermarsberg originates from the 13th century and was refurbished after the Thirty Years' War.	The historical city halls in Obermarsberg originates from the 13th century and was refurbished after the Thirty Years' War.	71	0	3	hall
eng_0069	eng	PL	cloud his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.	PL	Perhaps that's why surges of tears	SG	Perhaps that's why a surge of tears	Perhaps that's why surges of tears cloud his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.	Perhaps that's why a surge of tears cloud his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.	72	0	3	surge
eng_0069	eng	SG	clouds his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.	SG	Perhaps that's why a surge of tears	PL	Perhaps that's why surges of tears	Perhaps that's why a surge of tears clouds his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.	Perhaps that's why surges of tears clouds his pupils while the syllable of time unearths his crop and surrenders his mystery to the bound waters.	72	0	3	surge
eng_0070	eng	SG	crashes repeatedly about every 3 seconds.	SG	I really like the MIUI, but a process	PL	I really like the MIUI, but processes	I really like the MIUI, but a process crashes repeatedly about every 3 seconds.	I really like the MIUI, but processes crashes repeatedly about every 3 seconds.	73	0	1	process
eng_0070	eng	PL	crash repeatedly about every 3 seconds.	PL	I really like the MIUI, but processes	SG	I really like the MIUI, but a process	I really like the MIUI, but processes crash repeatedly about every 3 seconds.	I really like the MIUI, but a process crash repeatedly about every 3 seconds.	73	0	1	process
eng_0071	eng	PL	ensure that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.	PL	These strengths of design	SG	This strength of design	These strengths of design ensure that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.	This strength of design ensure that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.	74	0	3	strength
eng_0071	eng	SG	ensures that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.	SG	This strength of design	PL	These strengths of design	This strength of design ensures that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.	These strengths of design ensures that a Shakespeare play can survive translation, cutting and wide interpretation without loss to its core drama.	74	0	3	strength
eng_0074	eng	PL	equate with women having the right to manage their lives and make decisions about their own bodies.	PL	Entitlements to free abortions	SG	Entitlement to free abortions	Entitlements to free abortions equate with women having the right to manage their lives and make decisions about their own bodies.	Entitlement to free abortions equate with women having the right to manage their lives and make decisions about their own bodies.	77	0	4	entitlement
eng_0074	eng	SG	equates with women having the right to manage their lives and make decisions about their own bodies.	SG	Entitlement to free abortions	PL	Entitlements to free abortions	Entitlement to free abortions equates with women having the right to manage their lives and make decisions about their own bodies.	Entitlements to free abortions equates with women having the right to manage their lives and make decisions about their own bodies.	77	0	4	entitlement
eng_0080	eng	PL	remain among the best recruiting posters for al-Qaida with young Muslim men.	PL	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggles	SG	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggles remain among the best recruiting posters for al-Qaida with young Muslim men.	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remain among the best recruiting posters for al-Qaida with young Muslim men.	84	0	1	struggle
eng_0080	eng	SG	remains among the best recruiting posters for al-Qaida with young Muslim men.	SG	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle	PL	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggles	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggle remains among the best recruiting posters for al-Qaida with young Muslim men.	Even if local Palestinian leaders remain strong enough to keep al-Qaida out, the festering Israeli-Palestinian struggles remains among the best recruiting posters for al-Qaida with young Muslim men.	84	0	1	struggle
eng_0081	eng	PL	prepare credit for the English and Singapore financial transactions?	PL	Which people in London	SG	Which person in London	Which people in London prepare credit for the English and Singapore financial transactions?	Which person in London prepare credit for the English and Singapore financial transactions?	85	0	6	person
eng_0081	eng	SG	prepares credit for the English and Singapore financial transactions?	SG	Which person in London	PL	Which people in London	Which person in London prepares credit for the English and Singapore financial transactions?	Which people in London prepares credit for the English and Singapore financial transactions?	85	0	6	person
eng_0083	eng	SG	"undermines the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes."	SG	The reported finding at Dugway	PL	The reported findings at Dugway	"The reported finding at Dugway undermines the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes."	"The reported findings at Dugway undermines the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes."	88	0	3	finding
eng_0083	eng	PL	"undermine the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes."	PL	The reported findings at Dugway	SG	The reported finding at Dugway	"The reported findings at Dugway undermine the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes."	"The reported finding at Dugway undermine the argument of both the ""bomb Iraq"" crowd and the liberals focused on Dr. Steve Hatfill who object to US biodefense research because they view it as being useful for offensive purposes."	88	0	3	finding
eng_0084	eng	SG	debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.	SG	Every student of political science	PL	All students of political science	Every student of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.	All students of political science debates how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.	89	0	4	student
eng_0084	eng	PL	debate how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.	PL	All students of political science	SG	Every student of political science	All students of political science debate how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.	Every student of political science debate how you prevent an anti-democratic force from winning a democratic election and abolishing democracy.	89	0	4	student
eng_0086	eng	PL	"return the pretty ones we send them!"""	PL	"""Look how the academies"	SG	"""Look how the academy"	"""Look how the academies return the pretty ones we send them!"""	"""Look how the academy return the pretty ones we send them!"""	91	0	1	academy
eng_0086	eng	SG	"returns the pretty ones we send them!"""	SG	"""Look how the academy"	PL	"""Look how the academies"	"""Look how the academy returns the pretty ones we send them!"""	"""Look how the academies returns the pretty ones we send them!"""	91	0	1	academy
eng_0088	eng	PL	cater to the yuppie crowd.	PL	Food is awful and the places	SG	Food is awful and the place	Food is awful and the places cater to the yuppie crowd.	Food is awful and the place cater to the yuppie crowd.	93	0	1	place
eng_0088	eng	SG	caters to the yuppie crowd.	SG	Food is awful and the place	PL	Food is awful and the places	Food is awful and the place caters to the yuppie crowd.	Food is awful and the places caters to the yuppie crowd.	93	0	1	place
eng_0089	eng	PL	"list Shakespeare as one of ""the Principal Actors in all these Plays"", some of which were first staged after Volpone, although we can not know for certain which roles he played."	PL	The First Folios of 1623, however,	SG	The First Folio of 1623, however,	"The First Folios of 1623, however, list Shakespeare as one of ""the Principal Actors in all these Plays"", some of which were first staged after Volpone, although we can not know for certain which roles he played."	"The First Folio of 1623, however, list Shakespeare as one of ""the Principal Actors in all these Plays"", some of which were first staged after Volpone, although we can not know for certain which roles he played."	94	0	6	Folio
eng_0089	eng	SG	"lists Shakespeare as one of ""the Principal Actors in all these Plays"", some of which were first staged after Volpone, although we can not know for certain which roles he played."	SG	The First Folio of 1623, however,	PL	The First Folios of 1623, however,	"The First Folio of 1623, however, lists Shakespeare as one of ""the Principal Actors in all these Plays"", some of which were first staged after Volpone, although we can not know for certain which roles he played."	"The First Folios of 1623, however, lists Shakespeare as one of ""the Principal Actors in all these Plays"", some of which were first staged after Volpone, although we can not know for certain which roles he played."	94	0	6	Folio
eng_0090	eng	PL	narrate only a part of the war.	PL	All poems	SG	Each poem	All poems narrate only a part of the war.	Each poem narrate only a part of the war.	96	0	1	poem
eng_0090	eng	SG	narrates only a part of the war.	SG	Each poem	PL	All poems	Each poem narrates only a part of the war.	All poems narrates only a part of the war.	96	0	1	poem
eng_0091	eng	PL	safeguard the interests of rightholders and protect intellectual property.	PL	They are directives which	SG	It is a directive which	They are directives which safeguard the interests of rightholders and protect intellectual property.	It is a directive which safeguard the interests of rightholders and protect intellectual property.	98	0	1	which
eng_0091	eng	SG	safeguards the interests of rightholders and protects intellectual property.	SG	It is a directive which	PL	They are directives which	It is a directive which safeguards the interests of rightholders and protects intellectual property.	They are directives which safeguards the interests of rightholders and protects intellectual property.	98	0	1	which
eng_0092	eng	SG	marks the end of an unbelievable year.	SG	For Kerber, the season finale nevertheless	PL	For Kerber, the season finales nevertheless	For Kerber, the season finale nevertheless marks the end of an unbelievable year.	For Kerber, the season finales nevertheless marks the end of an unbelievable year.	99	0	2	finale
eng_0092	eng	PL	mark the end of an unbelievable year.	PL	For Kerber, the season finales nevertheless	SG	For Kerber, the season finale nevertheless	For Kerber, the season finales nevertheless mark the end of an unbelievable year.	For Kerber, the season finale nevertheless mark the end of an unbelievable year.	99	0	2	finale
eng_0093	eng	PL	"have ""caused apprehension among Tamils that preparations are under way for another war in the island""."	PL	She added that recent visits to the island by India's top military brass including army chief General Nirmal Chander Vij	SG	She added that a recent visit to the island by India's top military brass including army chief General Nirmal Chander Vij	"She added that recent visits to the island by India's top military brass including army chief General Nirmal Chander Vij have ""caused apprehension among Tamils that preparations are under way for another war in the island""."	"She added that a recent visit to the island by India's top military brass including army chief General Nirmal Chander Vij have ""caused apprehension among Tamils that preparations are under way for another war in the island""."	100	1	17	visit
eng_0093	eng	SG	"has ""caused apprehension among Tamils that preparations are under way for another war in the island""."	SG	She added that a recent visit to the island by India's top military brass including army chief General Nirmal Chander Vij	PL	She added that recent visits to the island by India's top military brass including army chief General Nirmal Chander Vij	"She added that a recent visit to the island by India's top military brass including army chief General Nirmal Chander Vij has ""caused apprehension among Tamils that preparations are under way for another war in the island""."	"She added that recent visits to the island by India's top military brass including army chief General Nirmal Chander Vij has ""caused apprehension among Tamils that preparations are under way for another war in the island""."	100	1	17	visit
eng_0095	eng	PL	have failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.	PL	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that political and economic decisions made in the United States and other countries	SG	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that a political and economic decision made in the United States and other countries	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that political and economic decisions made in the United States and other countries have failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that a political and economic decision made in the United States and other countries have failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.	102	1	9	decision
eng_0095	eng	SG	has failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.	SG	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that a political and economic decision made in the United States and other countries	PL	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that political and economic decisions made in the United States and other countries	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that a political and economic decision made in the United States and other countries has failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.	The overwhelming human and financial impacts of Hurricane Katrina are powerful evidence that political and economic decisions made in the United States and other countries has failed to account for our dependence on a healthy resource base, according to an assessment released today by the Worldwatch Institute.	102	1	9	decision
eng_0096	eng	PL	are refusing to re-enlist.	PL	Soldiers with vital training and know-how	SG	A soldier with vital training and know-how	Soldiers with vital training and know-how are refusing to re-enlist.	A soldier with vital training and know-how are refusing to re-enlist.	103	1	8	soldier
eng_0096	eng	SG	is refusing to re-enlist.	SG	A soldier with vital training and know-how	PL	Soldiers with vital training and know-how	A soldier with vital training and know-how is refusing to re-enlist.	Soldiers with vital training and know-how is refusing to re-enlist.	103	1	8	soldier
eng_0098	eng	PL	have retired - the nation enjoys substantial military strength nonetheless.	PL	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war	SG	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veteran of that last war	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless.	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veteran of that last war have retired - the nation enjoys substantial military strength nonetheless.	106	1	5	veteran
eng_0098	eng	SG	has retired - the nation enjoys substantial military strength nonetheless.	SG	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veteran of that last war	PL	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veteran of that last war has retired - the nation enjoys substantial military strength nonetheless.	While Iran's conventional army is not what it was during the heyday of the Iran-Iraq war - their armaments have deteriorated and the veterans of that last war has retired - the nation enjoys substantial military strength nonetheless.	106	1	5	veteran
eng_0100	eng	PL	have gobbled up credit for outcomes that they had little to do with, few have been as brazen as Colin Powell.	PL	While most U.S. secretaries of state -- save perhaps Dean Rusk --	SG	While the U.S. secretary of state -- save perhaps Dean Rusk --	While most U.S. secretaries of state -- save perhaps Dean Rusk -- have gobbled up credit for outcomes that they had little to do with, few have been as brazen as Colin Powell.	While the U.S. secretary of state -- save perhaps Dean Rusk -- have gobbled up credit for outcomes that they had little to do with, few have been as brazen as Colin Powell.	108	1	9	secretary
eng_0100	eng	SG	has gobbled up credit for outcomes that he had little to do with, few have been as brazen as Colin Powell.	SG	While the U.S. secretary of state -- save perhaps Dean Rusk --	PL	While most U.S. secretaries of state -- save perhaps Dean Rusk --	While the U.S. secretary of state -- save perhaps Dean Rusk -- has gobbled up credit for outcomes that he had little to do with, few have been as brazen as Colin Powell.	While most U.S. secretaries of state -- save perhaps Dean Rusk -- has gobbled up credit for outcomes that he had little to do with, few have been as brazen as Colin Powell.	108	1	9	secretary
eng_0101	eng	SG	doesn't know what they are, doesn't care, or knows perfectly well.	SG	One has to wonder whether the bright fellow in our government and military who set up the deals with these people	PL	One has to wonder whether the bright fellows in our government and military who set up the deals with these people	One has to wonder whether the bright fellow in our government and military who set up the deals with these people doesn't know what they are, doesn't care, or knows perfectly well.	One has to wonder whether the bright fellows in our government and military who set up the deals with these people doesn't know what they are, doesn't care, or knows perfectly well.	109	1	14	fellow
eng_0101	eng	PL	don't know what they are, don't care, or know perfectly well.	PL	One has to wonder whether the bright fellows in our government and military who set up the deals with these people	SG	One has to wonder whether the bright fellow in our government and military who set up the deals with these people	One has to wonder whether the bright fellows in our government and military who set up the deals with these people don't know what they are, don't care, or know perfectly well.	One has to wonder whether the bright fellow in our government and military who set up the deals with these people don't know what they are, don't care, or know perfectly well.	109	1	14	fellow
eng_0102	eng	PL	have had to cancel their participation.	PL	Due to business reasons, previously scheduled interviewers from the Penn team	SG	Due to business reasons, a previously scheduled interviewer from the Penn team	Due to business reasons, previously scheduled interviewers from the Penn team have had to cancel their participation.	Due to business reasons, a previously scheduled interviewer from the Penn team have had to cancel their participation.	110	1	5	interviewer
eng_0102	eng	SG	has had to cancel his or her participation.	SG	Due to business reasons, a previously scheduled interviewer from the Penn team	PL	Due to business reasons, previously scheduled interviewers from the Penn team	Due to business reasons, a previously scheduled interviewer from the Penn team has had to cancel his or her participation.	Due to business reasons, previously scheduled interviewers from the Penn team has had to cancel his or her participation.	110	1	5	interviewer
eng_0103	eng	PL	have proliferated.	PL	Armed militias, often staffed by former Iraqi military men with substantial training and experience,	SG	An armed militia, often staffed by former Iraqi military men with substantial training and experience,	Armed militias, often staffed by former Iraqi military men with substantial training and experience, have proliferated.	An armed militia, often staffed by former Iraqi military men with substantial training and experience, have proliferated.	111	1	15	militia
eng_0103	eng	SG	has proliferated.	SG	An armed militia, often staffed by former Iraqi military men with substantial training and experience,	PL	Armed militias, often staffed by former Iraqi military men with substantial training and experience,	An armed militia, often staffed by former Iraqi military men with substantial training and experience, has proliferated.	Armed militias, often staffed by former Iraqi military men with substantial training and experience, has proliferated.	111	1	15	militia
eng_0104	eng	PL	do not leave a person untouched.	PL	Again, decades of this sort of behavior	SG	Again, a decade of this sort of behavior	Again, decades of this sort of behavior do not leave a person untouched.	Again, a decade of this sort of behavior do not leave a person untouched.	112	1	6	decade
eng_0104	eng	SG	does not leave a person untouched.	SG	Again, a decade of this sort of behavior	PL	Again, decades of this sort of behavior	Again, a decade of this sort of behavior does not leave a person untouched.	Again, decades of this sort of behavior does not leave a person untouched.	112	1	6	decade
eng_0108	eng	PL	have actually uncovered the truth about George Bush's service in the Texas Air National Guard.	PL	Some reporters (you know, the ones with journalistic ethics)	SG	Some reporter (you know, the one with journalistic ethics)	Some reporters (you know, the ones with journalistic ethics) have actually uncovered the truth about George Bush's service in the Texas Air National Guard.	Some reporter (you know, the one with journalistic ethics) have actually uncovered the truth about George Bush's service in the Texas Air National Guard.	116	1	11	reporter
eng_0108	eng	SG	has actually uncovered the truth about George Bush's service in the Texas Air National Guard.	SG	Some reporter (you know, the one with journalistic ethics)	PL	Some reporters (you know, the ones with journalistic ethics)	Some reporter (you know, the one with journalistic ethics) has actually uncovered the truth about George Bush's service in the Texas Air National Guard.	Some reporters (you know, the ones with journalistic ethics) has actually uncovered the truth about George Bush's service in the Texas Air National Guard.	116	1	11	reporter
eng_0109	eng	PL	don't have what you want, contact your nearest comp.sources.unix archive, or the moderator.	PL	If the sites next to you	SG	If the site next to you	If the sites next to you don't have what you want, contact your nearest comp.sources.unix archive, or the moderator.	If the site next to you don't have what you want, contact your nearest comp.sources.unix archive, or the moderator.	117	0	4	site
eng_0109	eng	SG	doesn't have what you want, contact your nearest comp.sources.unix archive, or the moderator.	SG	If the site next to you	PL	If the sites next to you	If the site next to you doesn't have what you want, contact your nearest comp.sources.unix archive, or the moderator.	If the sites next to you doesn't have what you want, contact your nearest comp.sources.unix archive, or the moderator.	117	0	4	site
eng_0110	eng	SG	is calculating the reserve on the PSE swap.	SG	Further to my voicemail, our colleague in credit	PL	Further to my voicemail, our colleagues in credit	Further to my voicemail, our colleague in credit is calculating the reserve on the PSE swap.	Further to my voicemail, our colleagues in credit is calculating the reserve on the PSE swap.	118	0	3	colleague
eng_0110	eng	PL	are calculating the reserve on the PSE swap.	PL	Further to my voicemail, our colleagues in credit	SG	Further to my voicemail, our colleague in credit	Further to my voicemail, our colleagues in credit are calculating the reserve on the PSE swap.	Further to my voicemail, our colleague in credit are calculating the reserve on the PSE swap.	118	0	3	colleague
eng_0112	eng	PL	are still living there, then it must be fine to visit.	PL	Since groups of people	SG	Since a group of people	Since groups of people are still living there, then it must be fine to visit.	Since a group of people are still living there, then it must be fine to visit.	120	0	3	group
eng_0112	eng	SG	is still living there, then it must be fine to visit.	SG	Since a group of people	PL	Since groups of people	Since a group of people is still living there, then it must be fine to visit.	Since groups of people is still living there, then it must be fine to visit.	120	0	3	group
eng_0113	eng	PL	have changed, and the same will happen after the present one.	PL	After every world war, the rules of international law	SG	After every world war, the rule of international law	After every world war, the rules of international law have changed, and the same will happen after the present one.	After every world war, the rule of international law have changed, and the same will happen after the present one.	121	0	4	rule
eng_0113	eng	SG	has changed, and the same will happen after the present one.	SG	After every world war, the rule of international law	PL	After every world war, the rules of international law	After every world war, the rule of international law has changed, and the same will happen after the present one.	After every world war, the rules of international law has changed, and the same will happen after the present one.	121	0	4	rule
eng_0116	eng	PL	have reviewed, understood and implemented these standards.	PL	I don't believe that we are quite at the point that we can say that all business controllers worldwide	SG	I don't believe that we are quite at the point that we can say that every business controller worldwide	I don't believe that we are quite at the point that we can say that all business controllers worldwide have reviewed, understood and implemented these standards.	I don't believe that we are quite at the point that we can say that every business controller worldwide have reviewed, understood and implemented these standards.	124	0	2	controller
eng_0116	eng	SG	has reviewed, understood and implemented these standards.	SG	I don't believe that we are quite at the point that we can say that every business controller worldwide	PL	I don't believe that we are quite at the point that we can say that all business controllers worldwide	I don't believe that we are quite at the point that we can say that every business controller worldwide has reviewed, understood and implemented these standards.	I don't believe that we are quite at the point that we can say that all business controllers worldwide has reviewed, understood and implemented these standards.	124	0	2	controller
eng_0117	eng	PL	are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.	PL	At this point, our IT contacts	SG	At this point, our IT contact	At this point, our IT contacts are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.	At this point, our IT contact are backpedalling a bit and suggesting they can overcome the TIBCO and Terminal Server problems.	125	0	1	contact
eng_0117	eng	SG	is backpedalling a bit and suggesting he or she can overcome the TIBCO and Terminal Server problems.	SG	At this point, our IT contact	PL	At this point, our IT contacts	At this point, our IT contact is backpedalling a bit and suggesting he or she can overcome the TIBCO and Terminal Server problems.	At this point, our IT contacts is backpedalling a bit and suggesting he or she can overcome the TIBCO and Terminal Server problems.	125	0	1	contact
eng_0118	eng	PL	are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	PL	Emergency teams in the southern US	SG	An emergency team in the southern US	Emergency teams in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	An emergency team in the southern US are battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	126	0	5	team
eng_0118	eng	SG	is battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	SG	An emergency team in the southern US	PL	Emergency teams in the southern US	An emergency team in the southern US is battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	Emergency teams in the southern US is battling to reach survivors of Hurricane Katrina, the most destructive storm to hit the country in decades.	126	0	5	team
eng_0119	eng	PL	have occurred across some of its habitat.	PL	Localized extinctions already	SG	A localized extinction already	Localized extinctions already have occurred across some of its habitat.	A localized extinction already have occurred across some of its habitat.	127	0	2	extinction
eng_0119	eng	SG	has occurred across some of its habitat.	SG	A localized extinction already	PL	Localized extinctions already	A localized extinction already has occurred across some of its habitat.	Localized extinctions already has occurred across some of its habitat.	127	0	2	extinction
eng_0120	eng	SG	is searching for.	SG	Web giant Google is resisting an attempt by the US to force it to reveal what a user	PL	Web giant Google is resisting an attempt by the US to force it to reveal what users	Web giant Google is resisting an attempt by the US to force it to reveal what a user is searching for.	Web giant Google is resisting an attempt by the US to force it to reveal what users is searching for.	128	0	1	user
eng_0120	eng	PL	are searching for.	PL	Web giant Google is resisting an attempt by the US to force it to reveal what users	SG	Web giant Google is resisting an attempt by the US to force it to reveal what a user	Web giant Google is resisting an attempt by the US to force it to reveal what users are searching for.	Web giant Google is resisting an attempt by the US to force it to reveal what a user are searching for.	128	0	1	user
eng_0121	eng	PL	"are affecting people now in the Arctic,"" said ACIA chair Robert Corell."	PL	"""The impacts of global warming"	SG	"""The impact of global warming"	"""The impacts of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell."	"""The impact of global warming are affecting people now in the Arctic,"" said ACIA chair Robert Corell."	129	0	4	impact
eng_0121	eng	SG	"is affecting people now in the Arctic,"" said ACIA chair Robert Corell."	SG	"""The impact of global warming"	PL	"""The impacts of global warming"	"""The impact of global warming is affecting people now in the Arctic,"" said ACIA chair Robert Corell."	"""The impacts of global warming is affecting people now in the Arctic,"" said ACIA chair Robert Corell."	129	0	4	impact
eng_0122	eng	PL	are continuing so as to provide a detailed analysis as at end Q1.	PL	The AR/AP SAP data quality reviews for both businesses	SG	The AR/AP SAP data quality review for both businesses	The AR/AP SAP data quality reviews for both businesses are continuing so as to provide a detailed analysis as at end Q1.	The AR/AP SAP data quality review for both businesses are continuing so as to provide a detailed analysis as at end Q1.	130	0	4	review
eng_0122	eng	SG	is continuing so as to provide a detailed analysis as at end Q1.	SG	The AR/AP SAP data quality review for both businesses	PL	The AR/AP SAP data quality reviews for both businesses	The AR/AP SAP data quality review for both businesses is continuing so as to provide a detailed analysis as at end Q1.	The AR/AP SAP data quality reviews for both businesses is continuing so as to provide a detailed analysis as at end Q1.	130	0	4	review
eng_0123	eng	PL	"don't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature."	PL	"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms"	SG	"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms"	"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms don't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature."	"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms don't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature."	131	0	3	planeload
eng_0123	eng	SG	"doesn't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature."	SG	"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms"	PL	"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms"	"Like the tens of billions of dollars that have been ""lost"" in Iraq, a planeload of arms doesn't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature."	"Like the tens of billions of dollars that have been ""lost"" in Iraq, planeloads of arms doesn't just ""vanish""; not when the Pentagon contracts the work to an international criminal of Bout's untouchable stature."	131	0	3	planeload
