pair_id	language	target_number	continuation	good_prefix_type	good_prefix	bad_prefix_type	bad_prefix	good_sentence	bad_sentence	subject_good	subject_bad	source_idx	has_attractor	distance	subject_lemma
deu_0041	deu	PL	waren, wurden in Erlangen ausschließlich Adelige als Amtmänner vereidigt.	PL	Nachdem die Städte 1402 als Teil des Fürstentums Kulmbach (später Markgraftum Brandenburg - Bayreuth) an die Hohenzollern gelangt	SG	Nachdem die Stadt 1402 als Teil des Fürstentums Kulmbach (später Markgraftum Brandenburg - Bayreuth) an die Hohenzollern gelangt	Nachdem die Städte 1402 als Teil des Fürstentums Kulmbach (später Markgraftum Brandenburg - Bayreuth) an die Hohenzollern gelangt waren, wurden in Erlangen ausschließlich Adelige als Amtmänner vereidigt.	Nachdem die Stadt 1402 als Teil des Fürstentums Kulmbach (später Markgraftum Brandenburg - Bayreuth) an die Hohenzollern gelangt waren, wurden in Erlangen ausschließlich Adelige als Amtmänner vereidigt.	Städte	Stadt	48	1	18	Stadt
deu_0042	deu	SG	hätte.	SG	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch nichts vorzuweisen, was ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert	PL	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch keine Leistungen vorzuweisen, die ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch nichts vorzuweisen, was ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert hätte.	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch keine Leistungen vorzuweisen, die ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert hätte.	was	Leistungen	49	1	11	was
deu_0042	deu	PL	hätten.	PL	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch keine Leistungen vorzuweisen, die ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert	SG	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch nichts vorzuweisen, was ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch keine Leistungen vorzuweisen, die ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert hätten.	Bourgelat war bei seinem Amtsantritt gerade achtundzwanzig Jahre alt und hatte zu diesem Zeitpunkt noch nichts vorzuweisen, was ihn für die Berufung auf einen solch herausgehobenen Posten qualifiziert hätten.	Leistungen	was	49	1	11	was
deu_0044	deu	SG	durfte.	SG	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, wer einreisen	PL	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, welche Personen einreisen	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, wer einreisen durfte.	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, welche Personen einreisen durfte.	wer	Personen	51	0	2	wer
deu_0044	deu	PL	durften.	PL	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, welche Personen einreisen	SG	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, wer einreisen	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, welche Personen einreisen durften.	Mittels verschiedener Untersuchungen und Tests entschied die Einreisebehörde der Stadt New York, wer einreisen durften.	Personen	wer	51	0	2	wer
deu_0045	deu	SG	wollte.	SG	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und der Produzent trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren	PL	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und die Produzenten trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und der Produzent trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren wollte.	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und die Produzenten trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren wollte.	Produzent	Produzenten	52	1	14	Produzent
deu_0045	deu	PL	wollten.	PL	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und die Produzenten trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren	SG	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und der Produzent trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und die Produzenten trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren wollten.	Ein Versuch, der letztlich scheiterte, weil die Lizenzforderungen von Rechteinhaber Fox das Budget überstiegen, und der Produzent trotz vermutlich vorhandener Ausnahmerechte in dem Urheberrechtsgesetz keinen langwierigen Streit vor Gericht provozieren wollten.	Produzenten	Produzent	52	1	14	Produzent
deu_0046	deu	SG	könnte sie den Titel kosten.	SG	Ihr aufgrund zahlreicher Männerbekanntschaften schlechtes Image in der Stadt	PL	Ihre aufgrund zahlreicher Männerbekanntschaften schlechten Images in der Stadt	Ihr aufgrund zahlreicher Männerbekanntschaften schlechtes Image in der Stadt könnte sie den Titel kosten.	Ihre aufgrund zahlreicher Männerbekanntschaften schlechten Images in der Stadt könnte sie den Titel kosten.	Image	Images	54	1	4	Image
deu_0046	deu	PL	könnten sie den Titel kosten.	PL	Ihre aufgrund zahlreicher Männerbekanntschaften schlechten Images in der Stadt	SG	Ihr aufgrund zahlreicher Männerbekanntschaften schlechtes Image in der Stadt	Ihre aufgrund zahlreicher Männerbekanntschaften schlechten Images in der Stadt könnten sie den Titel kosten.	Ihr aufgrund zahlreicher Männerbekanntschaften schlechtes Image in der Stadt könnten sie den Titel kosten.	Images	Image	54	1	4	Image
deu_0047	deu	SG	könne sich also selten so präsentieren, daß sie als einheitlich und geschlossen wahrgenommen wird.	SG	Die Führungsleistung des Präsidiums	PL	Die Führungsleistungen des Präsidiums	Die Führungsleistung des Präsidiums könne sich also selten so präsentieren, daß sie als einheitlich und geschlossen wahrgenommen wird.	Die Führungsleistungen des Präsidiums könne sich also selten so präsentieren, daß sie als einheitlich und geschlossen wahrgenommen wird.	Führungsleistung	Führungsleistungen	55	1	3	Führungsleistung
deu_0047	deu	PL	können sich also selten so präsentieren, daß sie als einheitlich und geschlossen wahrgenommen werden.	PL	Die Führungsleistungen des Präsidiums	SG	Die Führungsleistung des Präsidiums	Die Führungsleistungen des Präsidiums können sich also selten so präsentieren, daß sie als einheitlich und geschlossen wahrgenommen werden.	Die Führungsleistung des Präsidiums können sich also selten so präsentieren, daß sie als einheitlich und geschlossen wahrgenommen werden.	Führungsleistungen	Führungsleistung	55	1	3	Führungsleistung
deu_0048	deu	SG	ist nach offiziellen Angaben auf mehr als 600 angestiegen.	SG	Die Zahl der Toten nach dem Taifun auf den Philippinen	PL	Die Zahlen der Toten nach dem Taifun auf den Philippinen	Die Zahl der Toten nach dem Taifun auf den Philippinen ist nach offiziellen Angaben auf mehr als 600 angestiegen.	Die Zahlen der Toten nach dem Taifun auf den Philippinen ist nach offiziellen Angaben auf mehr als 600 angestiegen.	Zahl	Zahlen	56	1	9	Zahl
deu_0048	deu	PL	sind nach offiziellen Angaben auf mehr als 600 angestiegen.	PL	Die Zahlen der Toten nach dem Taifun auf den Philippinen	SG	Die Zahl der Toten nach dem Taifun auf den Philippinen	Die Zahlen der Toten nach dem Taifun auf den Philippinen sind nach offiziellen Angaben auf mehr als 600 angestiegen.	Die Zahl der Toten nach dem Taifun auf den Philippinen sind nach offiziellen Angaben auf mehr als 600 angestiegen.	Zahlen	Zahl	56	1	9	Zahl
deu_0049	deu	SG	musste, was vergleichsweise schnell ging.	SG	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da man die vorhandenen Musketen nur mit Zügen und Feldern ausstatten	PL	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da die Soldaten die vorhandenen Musketen nur mit Zügen und Feldern ausstatten	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da man die vorhandenen Musketen nur mit Zügen und Feldern ausstatten musste, was vergleichsweise schnell ging.	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da die Soldaten die vorhandenen Musketen nur mit Zügen und Feldern ausstatten musste, was vergleichsweise schnell ging.	man	Soldaten	57	1	10	man
deu_0049	deu	PL	mussten, was vergleichsweise schnell ging.	PL	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da die Soldaten die vorhandenen Musketen nur mit Zügen und Feldern ausstatten	SG	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da man die vorhandenen Musketen nur mit Zügen und Feldern ausstatten	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da die Soldaten die vorhandenen Musketen nur mit Zügen und Feldern ausstatten mussten, was vergleichsweise schnell ging.	Diese kleine Änderung vervielfachte die mögliche Kampfentfernung und hatte einen großen Einfluss auf die Kriegsführung (z. B. in dem Krimkrieg 1854 und in dem amerikanischen Bürgerkrieg), da man die vorhandenen Musketen nur mit Zügen und Feldern ausstatten mussten, was vergleichsweise schnell ging.	Soldaten	man	57	1	10	man
deu_0052	deu	SG	"hätte ""Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten"", sagte er bei dem Auftritt mit seiner Frau Alma."	SG	Der Eintritt in die Politik	PL	Die Eintritte in die Politik	"Der Eintritt in die Politik hätte ""Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten"", sagte er bei dem Auftritt mit seiner Frau Alma."	"Die Eintritte in die Politik hätte ""Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten"", sagte er bei dem Auftritt mit seiner Frau Alma."	Eintritt	Eintritte	60	1	4	Eintritt
deu_0052	deu	PL	"hätten ""Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten"", sagte er bei dem Auftritt mit seiner Frau Alma."	PL	Die Eintritte in die Politik	SG	Der Eintritt in die Politik	"Die Eintritte in die Politik hätten ""Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten"", sagte er bei dem Auftritt mit seiner Frau Alma."	"Der Eintritt in die Politik hätten ""Opfer und Änderungen in unserem Leben verlangt, die wir zu diesem Zeitpunkt nur schwer ertragen hätten"", sagte er bei dem Auftritt mit seiner Frau Alma."	Eintritte	Eintritt	60	1	4	Eintritt
deu_0053	deu	SG	hatte.	SG	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl der Großteil der Zivilbevölkerung zurückgezogen	PL	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl große Teile der Zivilbevölkerung zurückgezogen	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl der Großteil der Zivilbevölkerung zurückgezogen hatte.	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl große Teile der Zivilbevölkerung zurückgezogen hatte.	Großteil	große Teile	61	1	4	Großteil
deu_0053	deu	PL	hatten.	PL	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl große Teile der Zivilbevölkerung zurückgezogen	SG	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl der Großteil der Zivilbevölkerung zurückgezogen	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl große Teile der Zivilbevölkerung zurückgezogen hatten.	Sie lassen sich besonders gut im Inneren des einstigen Legionslagers nachweisen, wohin sich wohl der Großteil der Zivilbevölkerung zurückgezogen hatten.	große Teile	Großteil	61	1	4	Großteil
deu_0054	deu	SG	konnte in die Duat übertreten.	SG	Nur ein Mensch, der vollständig das negative Schuldbekenntnis bestand,	PL	Nur Menschen, die vollständig das negative Schuldbekenntnis bestanden,	Nur ein Mensch, der vollständig das negative Schuldbekenntnis bestand, konnte in die Duat übertreten.	Nur Menschen, die vollständig das negative Schuldbekenntnis bestanden, konnte in die Duat übertreten.	Mensch	Menschen	62	1	9	Mensch
deu_0054	deu	PL	konnten in die Duat übertreten.	PL	Nur Menschen, die vollständig das negative Schuldbekenntnis bestanden,	SG	Nur ein Mensch, der vollständig das negative Schuldbekenntnis bestand,	Nur Menschen, die vollständig das negative Schuldbekenntnis bestanden, konnten in die Duat übertreten.	Nur ein Mensch, der vollständig das negative Schuldbekenntnis bestand, konnten in die Duat übertreten.	Menschen	Mensch	62	1	9	Mensch
deu_0055	deu	SG	hätte, wurde der Plan verschoben.	SG	Da jedoch der Baupreis über dem Budget lag und die Brücke zudem die Schifffahrt beeinträchtigt	PL	Da jedoch der Baupreis über dem Budget lag und die Brücken zudem die Schifffahrt beeinträchtigt	Da jedoch der Baupreis über dem Budget lag und die Brücke zudem die Schifffahrt beeinträchtigt hätte, wurde der Plan verschoben.	Da jedoch der Baupreis über dem Budget lag und die Brücken zudem die Schifffahrt beeinträchtigt hätte, wurde der Plan verschoben.	Brücke	Brücken	63	1	5	Brücke
deu_0055	deu	PL	hätten, wurde der Plan verschoben.	PL	Da jedoch der Baupreis über dem Budget lag und die Brücken zudem die Schifffahrt beeinträchtigt	SG	Da jedoch der Baupreis über dem Budget lag und die Brücke zudem die Schifffahrt beeinträchtigt	Da jedoch der Baupreis über dem Budget lag und die Brücken zudem die Schifffahrt beeinträchtigt hätten, wurde der Plan verschoben.	Da jedoch der Baupreis über dem Budget lag und die Brücke zudem die Schifffahrt beeinträchtigt hätten, wurde der Plan verschoben.	Brücken	Brücke	63	1	5	Brücke
deu_0056	deu	SG	könnte.	SG	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktatur ihnen jetzt nichts mehr anhaben	PL	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktaturen ihnen jetzt nichts mehr anhaben	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktatur ihnen jetzt nichts mehr anhaben könnte.	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktaturen ihnen jetzt nichts mehr anhaben könnte.	Diktatur	Diktaturen	64	1	6	Diktatur
deu_0056	deu	PL	könnten.	PL	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktaturen ihnen jetzt nichts mehr anhaben	SG	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktatur ihnen jetzt nichts mehr anhaben	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktaturen ihnen jetzt nichts mehr anhaben könnten.	Nach dem Gewinn der Meisterschaft dachte Casagrande, dass die Diktatur ihnen jetzt nichts mehr anhaben könnten.	Diktaturen	Diktatur	64	1	6	Diktatur
deu_0057	deu	SG	musste Kehrt machen, um sich der umfassenden Attacke zu erwehren.	SG	Das dritte Glied des englisch-hannoveranischen Treffens	PL	Die dritten Glieder des englisch-hannoveranischen Treffens	Das dritte Glied des englisch-hannoveranischen Treffens musste Kehrt machen, um sich der umfassenden Attacke zu erwehren.	Die dritten Glieder des englisch-hannoveranischen Treffens musste Kehrt machen, um sich der umfassenden Attacke zu erwehren.	Glied	Glieder	65	1	6	Glied
deu_0057	deu	PL	mussten Kehrt machen, um sich der umfassenden Attacke zu erwehren.	PL	Die dritten Glieder des englisch-hannoveranischen Treffens	SG	Das dritte Glied des englisch-hannoveranischen Treffens	Die dritten Glieder des englisch-hannoveranischen Treffens mussten Kehrt machen, um sich der umfassenden Attacke zu erwehren.	Das dritte Glied des englisch-hannoveranischen Treffens mussten Kehrt machen, um sich der umfassenden Attacke zu erwehren.	Glieder	Glied	65	1	6	Glied
deu_0059	deu	SG	hatte.	SG	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftung auch Mussers Philippinen-Reise organisiert	PL	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftungen auch Mussers Philippinen-Reise organisiert	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftung auch Mussers Philippinen-Reise organisiert hatte.	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftungen auch Mussers Philippinen-Reise organisiert hatte.	Stiftung	Stiftungen	67	1	7	Stiftung
deu_0059	deu	PL	hatten.	PL	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftungen auch Mussers Philippinen-Reise organisiert	SG	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftung auch Mussers Philippinen-Reise organisiert	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftungen auch Mussers Philippinen-Reise organisiert hatten.	Der Nagetierspezialist Guy Musser beschrieb dieses Tier erstmals 1982 und benannte es nach Richard Archbold, einem 1976 verstorbenen Förderer zoologischer Expeditionen, dessen Stiftung auch Mussers Philippinen-Reise organisiert hatten.	Stiftungen	Stiftung	67	1	7	Stiftung
deu_0060	deu	SG	ist geblieben und verwöhnt den Gast weiterhin!	SG	Der für Cuxhaven einmalige Blick über den Hafen und die Elbmündung	PL	Die für Cuxhaven einmaligen Blicke über den Hafen und die Elbmündung	Der für Cuxhaven einmalige Blick über den Hafen und die Elbmündung ist geblieben und verwöhnt den Gast weiterhin!	Die für Cuxhaven einmaligen Blicke über den Hafen und die Elbmündung ist geblieben und verwöhnt den Gast weiterhin!	Blick	Blicke	68	1	7	Blick
deu_0060	deu	PL	sind geblieben und verwöhnen den Gast weiterhin!	PL	Die für Cuxhaven einmaligen Blicke über den Hafen und die Elbmündung	SG	Der für Cuxhaven einmalige Blick über den Hafen und die Elbmündung	Die für Cuxhaven einmaligen Blicke über den Hafen und die Elbmündung sind geblieben und verwöhnen den Gast weiterhin!	Der für Cuxhaven einmalige Blick über den Hafen und die Elbmündung sind geblieben und verwöhnen den Gast weiterhin!	Blicke	Blick	68	1	7	Blick
deu_0061	deu	SG	hatte.	SG	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich ein Nachbar bei ihnen über die laute Musik aus ihrer Wohnung beschwert	PL	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich einige Nachbarn bei ihnen über die laute Musik aus ihrer Wohnung beschwert	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich ein Nachbar bei ihnen über die laute Musik aus ihrer Wohnung beschwert hatte.	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich einige Nachbarn bei ihnen über die laute Musik aus ihrer Wohnung beschwert hatte.	Nachbar	Nachbarn	69	1	11	Nachbar
deu_0061	deu	PL	hatten.	PL	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich einige Nachbarn bei ihnen über die laute Musik aus ihrer Wohnung beschwert	SG	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich ein Nachbar bei ihnen über die laute Musik aus ihrer Wohnung beschwert	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich einige Nachbarn bei ihnen über die laute Musik aus ihrer Wohnung beschwert hatten.	Die letzte Freundin Bon Scotts behauptet bis heute, dass dieser den Song geschrieben habe, nachdem sich ein Nachbar bei ihnen über die laute Musik aus ihrer Wohnung beschwert hatten.	Nachbarn	Nachbar	69	1	11	Nachbar
deu_0062	deu	SG	"wäre, hätten wir auch frei."""	SG	"""Wenn ich in St. Louis geblieben"	PL	"""Wenn wir in St. Louis geblieben"	"""Wenn ich in St. Louis geblieben wäre, hätten wir auch frei."""	"""Wenn wir in St. Louis geblieben wäre, hätten wir auch frei."""	ich	wir	70	1	5	ich
deu_0062	deu	PL	"wären, hätten wir auch frei."""	PL	"""Wenn wir in St. Louis geblieben"	SG	"""Wenn ich in St. Louis geblieben"	"""Wenn wir in St. Louis geblieben wären, hätten wir auch frei."""	"""Wenn ich in St. Louis geblieben wären, hätten wir auch frei."""	wir	ich	70	1	5	ich
deu_0063	deu	SG	hatte, die später als charakteristisch für die Arbeit beider Künstler angesehen wurden.	SG	Es ist nicht klar, wer in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet	PL	Es ist nicht klar, welche Personen in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet	Es ist nicht klar, wer in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet hatte, die später als charakteristisch für die Arbeit beider Künstler angesehen wurden.	Es ist nicht klar, welche Personen in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet hatte, die später als charakteristisch für die Arbeit beider Künstler angesehen wurden.	wer	Personen	71	1	13	wer
deu_0063	deu	PL	hatten, die später als charakteristisch für die Arbeit beider Künstler angesehen wurden.	PL	Es ist nicht klar, welche Personen in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet	SG	Es ist nicht klar, wer in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet	Es ist nicht klar, welche Personen in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet hatten, die später als charakteristisch für die Arbeit beider Künstler angesehen wurden.	Es ist nicht klar, wer in ihren zahlreichen gemeinsamen Arbeiten welche stilistischen Beiträge zu den Arrangements geleistet hatten, die später als charakteristisch für die Arbeit beider Künstler angesehen wurden.	Personen	wer	71	1	13	wer
deu_0065	deu	SG	würde weit mehr als eine Billion Mark verschlingen.	SG	Ein umfassender Ausbau der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005	PL	Umfassende Ausbauten der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005	Ein umfassender Ausbau der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005 würde weit mehr als eine Billion Mark verschlingen.	Umfassende Ausbauten der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005 würde weit mehr als eine Billion Mark verschlingen.	Ausbau	Ausbauten	73	1	11	Ausbau
deu_0065	deu	PL	würden weit mehr als eine Billion Mark verschlingen.	PL	Umfassende Ausbauten der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005	SG	Ein umfassender Ausbau der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005	Umfassende Ausbauten der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005 würden weit mehr als eine Billion Mark verschlingen.	Ein umfassender Ausbau der Verkehrswege in der Bundesrepublik bis zu dem Jahre 2005 würden weit mehr als eine Billion Mark verschlingen.	Ausbauten	Ausbau	73	1	11	Ausbau
deu_0066	deu	SG	könne.	SG	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" sei der Fehler des Admirals so schwerwiegend, daß er seine Pflichten nicht mehr wirksam ausüben"	PL	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" seien die Fehler der Admiräle so schwerwiegend, daß sie ihre Pflichten nicht mehr wirksam ausüben"	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" sei der Fehler des Admirals so schwerwiegend, daß er seine Pflichten nicht mehr wirksam ausüben könne."	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" seien die Fehler der Admiräle so schwerwiegend, daß sie ihre Pflichten nicht mehr wirksam ausüben könne."	Fehler	Fehler	74	1	7	Fehler
deu_0066	deu	PL	könnten.	PL	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" seien die Fehler der Admiräle so schwerwiegend, daß sie ihre Pflichten nicht mehr wirksam ausüben"	SG	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" sei der Fehler des Admirals so schwerwiegend, daß er seine Pflichten nicht mehr wirksam ausüben"	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" seien die Fehler der Admiräle so schwerwiegend, daß sie ihre Pflichten nicht mehr wirksam ausüben könnten."	"Verteidigungsminister William Perry sagte, nach Abwägung der Folgen für ""unsere geschätzten Beziehungen zu Japan und Okinawa"" sei der Fehler des Admirals so schwerwiegend, daß er seine Pflichten nicht mehr wirksam ausüben könnten."	Fehler	Fehler	74	1	7	Fehler
deu_0067	deu	SG	solle außergerichtlich erfolgen.	SG	Die Scheidung	PL	Die Scheidungen	Die Scheidung solle außergerichtlich erfolgen.	Die Scheidungen solle außergerichtlich erfolgen.	Scheidung	Scheidungen	75	0	1	Scheidung
deu_0067	deu	PL	sollen außergerichtlich erfolgen.	PL	Die Scheidungen	SG	Die Scheidung	Die Scheidungen sollen außergerichtlich erfolgen.	Die Scheidung sollen außergerichtlich erfolgen.	Scheidungen	Scheidung	75	0	1	Scheidung
