sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
The ever increasing volumes of goods passing through Europe entail all kinds of risks, known and unknown, for employees and the social environment.	entails				volumes		{'lemma': 'volume', 'Number': 'Plur'}	NOUN	entail				6	[]	{'sent_id': 'en_partut-ud-208', 'text': 'The ever increasing volume of goods passing through Europe entails all kinds of risks, known and unknown, for employees and the social environment.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0045', 'extended_role': 'pl'}	entails	PL -> SG	The ever increasing volumes of goods passing through Europe	The ever increasing volumes of goods passing through Europe entails all kinds of risks, known and unknown, for employees and the social environment.	[]	[]	0	0	0	False	False	False	0.0006805842572242	SV-#	eng	PL	SG	SV	verb	+
The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrates .	demonstrates				article		{'Number': 'Sing', 'lemma': 'article'}	NOUN	demonstrates				9	[]	{'sent_id': 'weblog-blogspot.com_floppingaces_20050313182621_ENG_20050313_182621-0008', 'text': 'The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrates .', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0046', 'extended_role': 'sg'}	demonstrate	SG -> PL	The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times	The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrate .	[]	[]	0	0	0	False	False	False	0.0011773525954033	SV-#	eng	SG	PL	SV	verb	+
The media routinely obscures the lines between terrorism and legitimate resistance, as the recent articles by Daniel Okrent of The New York Times demonstrate .	demonstrates				articles		{'lemma': 'article', 'Number': 'Plur'}	NOUN	demonstrate				9	[]	{'sent_id': 'weblog-blogspot.com_floppingaces_20050313182621_ENG_20050313_182621-0008', 'text': 'The media routinely obscures the lines between terrorism and legitimate resistance, as the recent article by Daniel Okrent of The New York Times demonstrates .', 'treebank': 'UD_English-EWT/en_ewt-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0046', 'extended_role': 'pl'}	demonstrates	PL -> SG	The media routinely obscures the lines between terrorism and legitimate resistance, as the recent articles by Daniel Okrent of The New York Times	The media routinely obscures the lines between terrorism and legitimate resistance, as the recent articles by Daniel Okrent of The New York Times demonstrates .	[]	[]	0	0	0	False	False	False	0.0011773525954033	SV-#	eng	PL	SG	SV	verb	+
Mr President, the priority given to financial and monetary criteria reinforces the increase in inequalities of every shape and form.	reinforces				priority		{'Number': 'Sing', 'lemma': 'priority'}	NOUN	reinforces				7	[]	{'sent_id': 'en_partut-ud-443', 'text': 'Mr President, the priority given to financial and monetary criteria reinforces the increase in inequalities of every shape and form.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0047', 'extended_role': 'sg'}	reinforce	SG -> PL	Mr President, the priority given to financial and monetary criteria	Mr President, the priority given to financial and monetary criteria reinforce the increase in inequalities of every shape and form.	[]	[]	0	0	0	False	False	False	0.0003334711282613	SV-#	eng	SG	PL	SV	verb	+
Mr President, the priorities given to financial and monetary criteria reinforce the increase in inequalities of every shape and form.	reinforces				priorities		{'lemma': 'priority', 'Number': 'Plur'}	NOUN	reinforce				7	[]	{'sent_id': 'en_partut-ud-443', 'text': 'Mr President, the priority given to financial and monetary criteria reinforces the increase in inequalities of every shape and form.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0047', 'extended_role': 'pl'}	reinforces	PL -> SG	Mr President, the priorities given to financial and monetary criteria	Mr President, the priorities given to financial and monetary criteria reinforces the increase in inequalities of every shape and form.	[]	[]	0	0	0	False	False	False	0.0003334711282613	SV-#	eng	PL	SG	SV	verb	+
It is also a fact that almost everybody in the region blames this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.	blames				everybody		{'Number': 'Sing', 'PronType': 'Tot', 'lemma': 'everybody'}	PRON	blames				4	[]	{'sent_id': 'weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0037', 'text': 'It is also a fact that almost everybody in the region blames this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0048', 'extended_role': 'sg'}	blame	SG -> PL	It is also a fact that almost everybody in the region	It is also a fact that almost everybody in the region blame this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.	[]	[]	0	0	0	False	False	False	3.2064531563590925e-05	SV-#	eng	SG	PL	SV	verb	+
It is also a fact that almost all people in the region blame this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.	blames				people		{'lemma': 'everybody', 'Number': 'Plur'}	NOUN	blame				4	[]	{'sent_id': 'weblog-blogspot.com_alaindewitt_20060924104100_ENG_20060924_104100-0037', 'text': 'It is also a fact that almost everybody in the region blames this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0048', 'extended_role': 'pl'}	blames	PL -> SG	It is also a fact that almost all people in the region	It is also a fact that almost all people in the region blames this situation on the United States, on Israel, on Western Civilization, on Judaism and Christianity, on anyone and anything, except themselves.	[]	[]	0	0	0	False	False	False	3.2064531563590925e-05	SV-#	eng	PL	SG	SV	verb	+
If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.	remains				distance		{'Number': 'Sing', 'lemma': 'distance'}	NOUN	remains				11	[]	{'sent_id': 'en_lines-ud-train-doc1-239', 'text': 'If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0049', 'extended_role': 'sg'}	remain	SG -> PL	If you move the line upward, the distance between the moving line and the nearest parallel line below	If you move the line upward, the distance between the moving line and the nearest parallel line below remain constant, and the perpendicular line above the moving line contracts.	[]	[]	0	0	0	False	False	False	0.000490563581418	SV-#	eng	SG	PL	SV	verb	+
If you move the line upward, the distances between the moving line and the nearest parallel line below remain constant, and the perpendicular line above the moving line contracts.	remains				distances		{'lemma': 'distance', 'Number': 'Plur'}	NOUN	remain				11	[]	{'sent_id': 'en_lines-ud-train-doc1-239', 'text': 'If you move the line upward, the distance between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.', 'treebank': 'UD_English-LinES/en_lines-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0049', 'extended_role': 'pl'}	remains	PL -> SG	If you move the line upward, the distances between the moving line and the nearest parallel line below	If you move the line upward, the distances between the moving line and the nearest parallel line below remains constant, and the perpendicular line above the moving line contracts.	[]	[]	0	0	0	False	False	False	0.000490563581418	SV-#	eng	PL	SG	SV	verb	+
As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.	intensifies				hysteria		{'Number': 'Sing', 'lemma': 'hysteria'}	NOUN	intensifies,				6	[]	{'sent_id': 'n01061041', 'text': 'As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0050', 'extended_role': 'sg'}	intensify,	SG -> PL	As the hysteria of the 2016 Presidential election	As the hysteria of the 2016 Presidential election intensify, a more troubling threat than bullshit preoccupies Karel.	[]	[]	0	0	0	False	False	False	7.578889278666945e-05	SV-#	eng	SG	PL	SV	verb	+
As the hysterias of the 2016 Presidential election intensify, a more troubling threat than bullshit preoccupies Karel.	intensifies				hysterias		{'lemma': 'hysteria', 'Number': 'Plur'}	NOUN	intensify,				6	[]	{'sent_id': 'n01061041', 'text': 'As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0050', 'extended_role': 'pl'}	intensifies,	PL -> SG	As the hysterias of the 2016 Presidential election	As the hysterias of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.	[]	[]	0	0	0	False	False	False	7.578889278666945e-05	SV-#	eng	PL	SG	SV	verb	+
Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplements the debate which we held in October on rail transport.	supplements				which		{'PronType': 'Rel', 'lemma': 'which'}	PRON	supplements				4	[]	{'sent_id': 'en_partut-ud-294', 'text': 'Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplements the debate which we held in October on rail transport.', 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0051', 'extended_role': 'sg'}	supplement	SG -> PL	Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way	Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplement the debate which we held in October on rail transport.	[]	[]	0	0	0	False	False	False	0.0005031421347877	SV-#	eng	SG	PL	SV	verb	+
Mr President, I would once again like to congratulate Mr Koch on his magnificent work on these other reports, which in a way supplement the debate which we held in October on rail transport.	supplements				reports		{'lemma': 'which', 'Number': 'Plur'}	NOUN	supplement				4	[]	{'sent_id': 'en_partut-ud-294', 'text': 'Mr President, I would once again like to congratulate Mr Koch on his magnificent work on this other report, which in a way supplements the debate which we held in October on rail transport.', 'treebank': 'UD_English-ParTUT/en_partut-ud-dev.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0051', 'extended_role': 'pl'}	supplements	PL -> SG	Mr President, I would once again like to congratulate Mr Koch on his magnificent work on these other reports, which in a way	Mr President, I would once again like to congratulate Mr Koch on his magnificent work on these other reports, which in a way supplements the debate which we held in October on rail transport.	[]	[]	0	0	0	False	False	False	0.0005031421347877	SV-#	eng	PL	SG	SV	verb	+
As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.	preoccupies				threat		{'Number': 'Sing', 'lemma': 'threat'}	NOUN	preoccupies				3	[]	{'sent_id': 'n01061041', 'text': 'As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0052', 'extended_role': 'sg'}	preoccupy	SG -> PL	As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit	As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupy Karel.	[]	[]	0	0	0	False	False	False	2.4519935901569527e-05	SV-#	eng	SG	PL	SV	verb	+
As the hysteria of the 2016 Presidential election intensifies, more troubling threats than bullshit preoccupy Karel.	preoccupies				threats		{'lemma': 'threat', 'Number': 'Plur'}	NOUN	preoccupy				3	[]	{'sent_id': 'n01061041', 'text': 'As the hysteria of the 2016 Presidential election intensifies, a more troubling threat than bullshit preoccupies Karel.', 'treebank': 'UD_English-PUD/en_pud-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0052', 'extended_role': 'pl'}	preoccupies	PL -> SG	As the hysteria of the 2016 Presidential election intensifies, more troubling threats than bullshit	As the hysteria of the 2016 Presidential election intensifies, more troubling threats than bullshit preoccupies Karel.	[]	[]	0	0	0	False	False	False	2.4519935901569527e-05	SV-#	eng	PL	SG	SV	verb	+
(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it.	demonstrates				shrapnel		{'Number': 'Sing', 'lemma': 'shrapnel'}	NOUN	demonstrates				5	[]	"{'sent_id': 'weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0009', 'text': ""(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0053', 'extended_role': 'sg'}"	demonstrate	SG -> PL	(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body	(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrate you were in mortal danger and did n't absent yourself from it.	[]	[]	0	0	0	False	False	False	2.223140855075637e-05	SV-#	eng	SG	PL	SV	verb	+
(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the pieces of shrapnel being in your body demonstrate you were in mortal danger and did n't absent yourself from it.	demonstrates				pieces of shrapnel		{'lemma': 'shrapnel', 'Number': 'Plur'}	NOUN	demonstrate				5	[]	"{'sent_id': 'weblog-juancole.com_juancole_20040823064025_ENG_20040823_064025-0009', 'text': ""(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the shrapnel being in your body demonstrates you were in mortal danger and didn't absent yourself from it."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0053', 'extended_role': 'pl'}"	demonstrates	PL -> SG	(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the pieces of shrapnel being in your body	(And, a piece of shrapnel in the forearm that caused only a minor wound would have killed had it hit an eye and gone into the brain; the pieces of shrapnel being in your body demonstrates you were in mortal danger and did n't absent yourself from it.	[]	[]	0	0	0	False	False	False	2.223140855075637e-05	SV-#	eng	PL	SG	SV	verb	+
Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.	affects				what		{'PronType': 'Rel', 'lemma': 'what'}	PRON	affects				5	[]	{'sent_id': 'newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0020', 'text': 'Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0054', 'extended_role': 'sg'}	affect	SG -> PL	Remember that what you do to yourself	Remember that what you do to yourself affect me and everybody else, remember that what you do to me and anyone else shapes your destiny.	[]	[]	0	0	0	False	False	False	0.0004204830697869	SV-#	eng	SG	PL	SV	verb	+
Remember that the things you do to yourself affect me and everybody else, remember that what you do to me and anyone else shapes your destiny.	affects				things		{'lemma': 'what', 'Number': 'Plur'}	NOUN	affect				5	[]	{'sent_id': 'newsgroup-groups.google.com_herpesnation_c74170a0fcfdc880_ENG_20051125_075200-0020', 'text': 'Remember that what you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0054', 'extended_role': 'pl'}	affects	PL -> SG	Remember that the things you do to yourself	Remember that the things you do to yourself affects me and everybody else, remember that what you do to me and anyone else shapes your destiny.	[]	[]	0	0	0	False	False	False	0.0004204830697869	SV-#	eng	PL	SG	SV	verb	+
A nearly infinite reserve of energy propels the characters in Balzac's novels.	propels				reserve		{'Number': 'Sing', 'lemma': 'reserve'}	NOUN	propels				3	[]	"{'sent_id': 'en_partut-ud-1752', 'text': ""A nearly infinite reserve of energy propels the characters in Balzac's novels."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0055', 'extended_role': 'sg'}"	propel	SG -> PL	A nearly infinite reserve of energy	A nearly infinite reserve of energy propel the characters in Balzac's novels.	[]	[]	0	0	0	False	False	False	9.807974360627812e-05	SV-#	eng	SG	PL	SV	verb	+
Some nearly infinite reserves of energy propel the characters in Balzac's novels.	propels				reserves		{'lemma': 'reserve', 'Number': 'Plur'}	NOUN	propel				3	[]	"{'sent_id': 'en_partut-ud-1752', 'text': ""A nearly infinite reserve of energy propels the characters in Balzac's novels."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0055', 'extended_role': 'pl'}"	propels	PL -> SG	Some nearly infinite reserves of energy	Some nearly infinite reserves of energy propels the characters in Balzac's novels.	[]	[]	0	0	0	False	False	False	9.807974360627812e-05	SV-#	eng	PL	SG	SV	verb	+
A second set of problems concerns the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.	concerns				set		{'Number': 'Sing', 'lemma': 'set'}	NOUN	concerns				3	[]	{'sent_id': 'en_partut-ud-1224', 'text': 'A second set of problems concerns the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0056', 'extended_role': 'sg'}	concern	SG -> PL	A second set of problems	A second set of problems concern the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.	[]	[]	0	0	0	False	False	False	3.2693247868759365e-05	SV-#	eng	SG	PL	SV	verb	+
Second sets of problems concern the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.	concerns				sets		{'lemma': 'set', 'Number': 'Plur'}	NOUN	concern				3	[]	{'sent_id': 'en_partut-ud-1224', 'text': 'A second set of problems concerns the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0056', 'extended_role': 'pl'}	concerns	PL -> SG	Second sets of problems	Second sets of problems concerns the need to ensure that the economic system is perceived as fundamentally fair, which is the key to its political sustainability.	[]	[]	0	0	0	False	False	False	3.2693247868759365e-05	SV-#	eng	PL	SG	SV	verb	+
South Korea's success over the last five decades owes much to the rapid growth of its well-educated labor force.	owes				success		{'Number': 'Sing', 'lemma': 'success'}	NOUN	owes				6	[]	"{'sent_id': 'en_partut-ud-1327', 'text': ""South Korea's success over the last five decades owes much to the rapid growth of its well-educated labor force."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0057', 'extended_role': 'sg'}"	owe	SG -> PL	South Korea's success over the last five decades	South Korea's success over the last five decades owe much to the rapid growth of its well-educated labor force.	[]	[]	0	0	0	False	False	False	5.05259285244463e-05	SV-#	eng	SG	PL	SV	verb	+
South Korea's successes over the last five decades owe much to the rapid growth of its well-educated labor force.	owes				successes		{'lemma': 'success', 'Number': 'Plur'}	NOUN	owe				6	[]	"{'sent_id': 'en_partut-ud-1327', 'text': ""South Korea's success over the last five decades owes much to the rapid growth of its well-educated labor force."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0057', 'extended_role': 'pl'}"	owes	PL -> SG	South Korea's successes over the last five decades	South Korea's successes over the last five decades owes much to the rapid growth of its well-educated labor force.	[]	[]	0	0	0	False	False	False	5.05259285244463e-05	SV-#	eng	PL	SG	SV	verb	+
The introduction of interim targets increases the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.	increases				introduction		{'Number': 'Sing', 'lemma': 'introduction'}	NOUN	increases				4	[]	{'sent_id': 'en_partut-ud-602', 'text': 'The introduction of interim targets increases the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0058', 'extended_role': 'sg'}	increase	SG -> PL	The introduction of interim targets	The introduction of interim targets increase the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.	[]	[]	0	0	0	False	False	False	3.2064531563590925e-05	SV-#	eng	SG	PL	SV	verb	+
The introductions of interim targets increase the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.	increases				introductions		{'lemma': 'introduction', 'Number': 'Plur'}	NOUN	increase				4	[]	{'sent_id': 'en_partut-ud-602', 'text': 'The introduction of interim targets increases the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.', 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0058', 'extended_role': 'pl'}	increases	PL -> SG	The introductions of interim targets	The introductions of interim targets increases the predictability of the policy, allows for accommodating product development cycles and facilitates long term planning for interested parties.	[]	[]	0	0	0	False	False	False	3.2064531563590925e-05	SV-#	eng	PL	SG	SV	verb	+
The 1616 edition of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	names				edition		{'Number': 'Sing', 'lemma': 'edition'}	NOUN	names				6	[]	"{'sent_id': 'en_partut-ud-1866', 'text': ""The 1616 edition of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603)."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0059', 'extended_role': 'sg'}"	name	SG -> PL	The 1616 edition of Ben Jonson's Works	The 1616 edition of Ben Jonson's Works name him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	[]	[]	0	0	0	False	False	False	0.0001515777855733	SV-#	eng	SG	PL	SV	verb	+
The 1616 editions of Ben Jonson's Works name him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	names				editions		{'lemma': 'edition', 'Number': 'Plur'}	NOUN	name				6	[]	"{'sent_id': 'en_partut-ud-1866', 'text': ""The 1616 edition of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603)."", 'treebank': 'UD_English-ParTUT/en_partut-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0059', 'extended_role': 'pl'}"	names	PL -> SG	The 1616 editions of Ben Jonson's Works	The 1616 editions of Ben Jonson's Works names him on the cast lists for Every Man In His Humour (1598) and Sejanus His Fall (1603).	[]	[]	0	0	0	False	False	False	0.0001515777855733	SV-#	eng	PL	SG	SV	verb	+
With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project resides.	resides				project		{'Number': 'Sing', 'lemma': 'project'}	NOUN	resides.				1	[]	{'sent_id': 'en_lines-ud-dev-doc1-3179', 'text': 'With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project resides.', 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0060', 'extended_role': 'sg'}	reside.	SG -> PL	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project reside.	[]	[]	0	0	0	False	False	False	1.1175305906881553e-06	SV-#	eng	SG	PL	SV	verb	+
With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects reside.	resides				projects		{'lemma': 'project', 'Number': 'Plur'}	NOUN	reside.				1	[]	{'sent_id': 'en_lines-ud-dev-doc1-3179', 'text': 'With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access project resides.', 'treebank': 'UD_English-LinES/en_lines-ud-dev.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0060', 'extended_role': 'pl'}	resides.	PL -> SG	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects	With the default installation of the Microsoft SQL Server 2000 Desktop Engine with integrated security, the user must be a member of the administrator group for the machine on which the Access projects resides.	[]	[]	0	0	0	False	False	False	1.1175305906881553e-06	SV-#	eng	PL	SG	SV	verb	+
11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure exists.	exists				which		{'PronType': 'Rel', 'lemma': 'which'}	PRON	exists.				5	[]	"{'sent_id': 'email-enronsent38_01-0015', 'text': ""11. In Events of Default, clause (a) refers to a dispute section which I'm not sure exists."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0061', 'extended_role': 'sg'}"	exist.	SG -> PL	11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure	11. In Events of Default, clause (a) refers to a dispute section which I 'm not sure exist.	[]	[]	0	0	0	False	False	False	6.229378811658147e-05	SV-#	eng	SG	PL	SV	verb	+
11. In Events of Default, clause (a) refers to dispute sections which I 'm not sure exist.	exists				sections		{'lemma': 'which', 'Number': 'Plur'}	NOUN	exist.				5	[]	"{'sent_id': 'email-enronsent38_01-0015', 'text': ""11. In Events of Default, clause (a) refers to a dispute section which I'm not sure exists."", 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0061', 'extended_role': 'pl'}"	exists.	PL -> SG	11. In Events of Default, clause (a) refers to dispute sections which I 'm not sure	11. In Events of Default, clause (a) refers to dispute sections which I 'm not sure exists.	[]	[]	0	0	0	False	False	False	6.229378811658147e-05	SV-#	eng	PL	SG	SV	verb	+
Which 's good, anything good counts.	counts				anything		{'Number': 'Sing', 'PronType': 'Ind', 'lemma': 'anything'}	PRON	counts.				2	[]	"{'sent_id': 'GENTLE_esports_fortnite-20', 's_prominence': '3', 's_type': 'decl', 'transition': 'zero', 'speaker': 'Speaker1', 'addressee': 'Aud,Jack', 'text': ""Which's good, anything good counts."", 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0062', 'extended_role': 'sg'}"	count.	SG -> PL	Which 's good, anything good	Which 's good, anything good count.	[]	[]	0	0	0	False	False	False	4.16838910326682e-05	SV-#	eng	SG	PL	SV	verb	+
Which 's good, things good count.	counts				things		{'lemma': 'anything', 'Number': 'Plur'}	NOUN	count.				2	[]	"{'sent_id': 'GENTLE_esports_fortnite-20', 's_prominence': '3', 's_type': 'decl', 'transition': 'zero', 'speaker': 'Speaker1', 'addressee': 'Aud,Jack', 'text': ""Which's good, anything good counts."", 'treebank': 'UD_English-GENTLE/en_gentle-ud-test.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0062', 'extended_role': 'pl'}"	counts.	PL -> SG	Which 's good, things good	Which 's good, things good counts.	[]	[]	0	0	0	False	False	False	4.16838910326682e-05	SV-#	eng	PL	SG	SV	verb	+
This Amendment amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	amends				Amendment		{'Number': 'Sing', 'lemma': 'amendment'}	NOUN	amends				1	[]	{'sent_id': 'email-enronsent16_01-0065', 'text': 'This Amendment amends the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.', 'treebank': 'UD_English-EWT/en_ewt-ud-train.conllu', 'multiblimp_extended': True, 'pair_id': 'eng_0063', 'extended_role': 'sg'}	amend	SG -> PL	This Amendment	This Amendment amend the Transaction Fee referenced in subparagraph (c) of the Fee Schedule to the Subscription Agreement.	[]	[]	0	0	0	False	False	False	4.470122362752621e-06	SV-#	eng	SG	PL	SV	verb	+
